Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits
"2023-24","Spring","MATH","4626","Math for Secondary Teachers","Antonides","3.67","66.7","0","0","33.3","0","0","0","0","0","0","0","0","0","6","17410","  3"
"2023-24","Spring","BIOL","3264","Med & Vet Entomology Lab","Eastwood","3.94","88.9","5.6","5.6","0","0","0","0","0","0","0","0","0","0","18","11759","  1"
"2023-24","Spring","BIOL","4684","Microbiomes","Hsu","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","21040","  3"
"2023-24","Spring","APSC","5254","Mngd Anim Ethology & Welfare","Andrukonis","3.5","33.3","16.7","33.3","0","16.7","0","0","0","0","0","0","0","0","6","10843","  3"
"2023-24","Spring","ECE","5274","Mod & Cont 3-PH PWM Converters","Burgos","3.55","66.7","0","16.7","0","0","0","16.7","0","0","0","0","0","1","6","13874","  3"
"2023-24","Spring","PHIL","1304","Morality and Justice","Yaure","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","18852","  3"
"2023-24","Spring","PSCI","6254","National Security","Avey","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","20828","  3"
"2023-24","Spring","NEUR","5024","Neuroanatomy and Systems Neuro","van der Heijden","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","21549","  3"
"2023-24","Spring","NSEG","5204","Nuclear Fuel Cycle","Zhang","3.83","66.7","16.7","16.7","0","0","0","0","0","0","0","0","0","0","6","18642","  3"
"2023-24","Spring","CHEM","6434","Organometallic Chemistry","Deck","3.45","33.3","16.7","0","50","0","0","0","0","0","0","0","0","0","6","13024","  3"
"2023-24","Spring","ECE","6154","Photonic Devices and Systems","Zhu","3.12","50","16.7","0","16.7","0","0","0","0","0","0","0","16.7","0","6","20784","  3"
"2023-24","Spring","UAP","5224","Planning Methods and Tech","Buehler","3.88","83.3","0","16.7","0","0","0","0","0","0","0","0","0","0","6","20291","  3"
"2023-24","Spring","ENGL","6714","Poetry Workshop","Queen","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","15301","  3"
"2023-24","Spring","STS","5124","Policy Decision-Making STEM-H","Schenk","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","20095","  3"
"2023-24","Spring","PSCI","5344","Political Behavior","Newmark","3.73","33.3","50","16.7","0","0","0","0","0","0","0","0","0","0","6","20839","  3"
"2023-24","Spring","CEE","5140","Pollutant Transport","Grant","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","20596","  3"
"2023-24","Spring","ECE","4354","Power System Protection","De La Reelopez","2.62","16.7","16.7","0","33.3","0","0","16.7","0","0","0","0","16.7","0","6","13797","  3"
"2023-24","Spring","HD","5964","Practicum","Case Pease","3.78","83.3","0","0","0","16.7","0","0","0","0","0","0","0","0","6","16327","  3"
"2023-24","Spring","EDCO","5284","Practicum: Counselor Education","Roosma","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","14689","  3"
"2023-24","Spring","EDCI","1004","Prof Dispositions in Elem Ed","Al Dirani","3.72","66.7","0","16.7","16.7","0","0","0","0","0","0","0","0","0","6","21596","  3"
"2023-24","Spring","PAPA","6224","Public Policy Design","Malczewski","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","18775","  3"
"2023-24","Spring","IS","3644","Religion in the Middle East","Scott","3.27","50","0","0","16.7","0","33.3","0","0","0","0","0","0","0","6","20926","  3"
"2023-24","Spring","ENGL","5124","Renaissance Lit","Cleland","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","21425","  3"
"2023-24","Spring","HIST","5134","Res Methods for Historians","Kiechle","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","16398","  3"
"2023-24","Spring","SOC","6984","SS: Advanced Data Analysis","Zhu","3.88","83.3","0","16.7","0","0","0","0","0","0","0","0","0","0","6","21927","  3"
"2023-24","Spring","BSE","5984","SS: Al & Cyber in Water & Ag","Batarseh","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","22204","  3"
"2023-24","Spring","APSC","5984","SS: Carbohydrates and Lipids","Osorio Estevez","2.83","0","0","16.7","33.3","33.3","16.7","0","0","0","0","0","0","0","6","21735","  3"
"2023-24","Spring","ECE","5984","SS: Coding Theory","Jakubisin","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","22015","  3"
"2023-24","Spring","HNFE","5984","SS: Comm Practice in Dietetics","Papillon","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","20570","  2"
"2023-24","Spring","ISE","4984","SS: Decision Analysis for Engr","Topcu","3.55","50","16.7","16.7","0","0","16.7","0","0","0","0","0","0","0","6","21799","  3"
"2023-24","Spring","ARCH","1984","SS: Intro to Architecture","Martin","2.85","33.3","33.3","0","0","0","0","0","16.7","0","0","0","16.7","1","6","22390","  3"
"2023-24","Spring","APSC","4984","SS: Livestock Welfare Asssess","Heiderscheit","3.78","50","33.3","16.7","0","0","0","0","0","0","0","0","0","0","6","22005","  3"
"2023-24","Spring","ME","5984","SS: Mech of Soft Matter","Kale","3.72","66.7","0","16.7","16.7","0","0","0","0","0","0","0","0","0","6","22074","  3"
"2023-24","Spring","AOE","5984","SS: Sensing and Perception","Joerger","3.55","50","16.7","16.7","0","0","16.7","0","0","0","0","0","0","0","6","22004","  3"
"2023-24","Spring","ECE","4644","Satellite Communications","Ruohoniemi","3.38","16.7","16.7","50","0","16.7","0","0","0","0","0","0","0","0","6","13809","  3"
"2023-24","Spring","ESM","5004","Sci Communication in Eng Mech","Socha","3.74","55.6","22.2","11.1","11.1","0","0","0","0","0","0","0","0","0","9","15421","  2"
"2023-24","Spring","HNFE","3024","Science of Food Prep Lab","Girmes-Grieco","3.67","77.8","0","0","11.1","0","0","11.1","0","0","0","0","0","0","9","16436","  2"
"2023-24","Spring","IS","4064","Seminar in Global Development","Poets","3.28","66.7","16.7","0","0","0","0","0","0","0","0","0","16.7","0","6","16693","  3"
"2023-24","Spring","CSES","5634","Soil Chemistry","Eick","3.02","33.3","33.3","0","0","16.7","0","0","0","0","0","0","16.7","0","6","21566","  3"
"2023-24","Spring","MGT","6704","Strat Mgmt and Org Theory Sem","Devers","3.72","66.7","0","16.7","16.7","0","0","0","0","0","0","0","0","0","6","21271","  3"
"2023-24","Spring","RUS","4304","Studies in Russian Literature","Minkova","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","20609","  3"
"2023-24","Spring","CINE","4144","TS: Black Futures","Dandridge","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","21068","  3"
"2023-24","Spring","CINE","4144","TS: Blk Film Before Spike Lee","Precoda","3.8","33.3","66.7","0","0","0","0","0","0","0","0","0","0","0","6","13058","  3"
"2023-24","Spring","ASPT","6004","TS: Bloody Words","Caraccioli","3.5","33.3","16.7","16.7","33.3","0","0","0","0","0","0","0","0","0","6","20817","  3"
"2023-24","Spring","ASPT","6004","TS: Bloody Words","Midura","3.5","33.3","16.7","16.7","33.3","0","0","0","0","0","0","0","0","0","6","20817","  3"
"2023-24","Spring","ENT","6004","TS: Des/Analysis of Ag Exp3","Schuerch","3.78","50","33.3","16.7","0","0","0","0","0","0","0","0","0","0","6","15366","  3"
"2023-24","Spring","ARCH","3514","TS: Design-Related Media","Bryon","3.67","50","16.7","16.7","16.7","0","0","0","0","0","0","0","0","0","6","10992","  3"
"2023-24","Spring","TA","3124","TS: Fabric Painting & Dyeing","Holland","3.23","33.3","16.7","0","16.7","16.7","0","16.7","0","0","0","0","0","0","6","20207","  3"
"2023-24","Spring","HUM","4104","TS: Friendship","Ansell","3.4","16.7","50","16.7","0","0","0","16.7","0","0","0","0","0","0","6","20876","  3"
"2023-24","Spring","MATH","5214","TS: Functional Analysis","Elgart","3.65","50","0","50","0","0","0","0","0","0","0","0","0","0","6","21072","  3"
"2023-24","Spring","ART","1004","TS: Painting for Non-Majors","Bannan","3.33","83.3","0","0","0","0","0","0","0","0","0","0","16.7","0","6","22294","  3"
"2023-24","Spring","HIST","2124","TS: South America","Jorge","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","20907","  3"
"2023-24","Spring","TA","5634","TS:Human Resources in the Arts","Nelson","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","21604","  3"
"2023-24","Spring","EDCI","5744","Tchg in Mid & Sec Schls II","Hicks","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","14645","  3"
"2023-24","Spring","MUS","3214","Teach Mus Elem School","Yoo","3.67","50","16.7","16.7","16.7","0","0","0","0","0","0","0","0","0","6","18356","  3"
"2023-24","Spring","AFST","2734","The Black Woman in the U.S.","Jones","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","21152","  3"
"2023-24","Spring","PSCI","2084","The Evolution of World Order","Beckenhauer","2.83","16.7","16.7","16.7","33.3","0","0","0","0","0","0","0","16.7","0","6","19392","  3"
"2023-24","Spring","CS","5114","Theory of Algorithms","Cho","3.1","16.7","16.7","16.7","16.7","0","33.3","0","0","0","0","0","0","0","6","20938","  3"
"2023-24","Spring","ARCH","5134","Top Arch Hist Theory","Melnyk","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","6","11154","  3"
"2023-24","Spring","UAP","5324","Topics Infrastr Dev Countries","G.C.","3.62","66.7","0","0","16.7","16.7","0","0","0","0","0","0","0","0","6","20294","  3"
"2023-24","Spring","ARCH","4304","Topics in Design Methods","Stamm","3.78","83.3","0","0","0","16.7","0","0","0","0","0","0","0","0","6","11037","  3"
"2023-24","Spring","ARCH","4304","Topics in Design Methods","Green","3.88","83.3","0","16.7","0","0","0","0","0","0","0","0","0","0","6","11038","  3"
"2023-24","Spring","GIA","5404","Topics in Political Geography","Toal","3.57","16.7","50","16.7","16.7","0","0","0","0","0","0","0","0","0","6","21708","  3"
"2023-24","Spring","STS","4304","Topics: Contempy Issues in STS","Hester","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","20085","  3"
"2023-24","Spring","CEE","5694","Traffic Signal Sys Ops & Cont","Abbas","3.85","50","50","0","0","0","0","0","0","0","0","0","0","0","6","20592","  3"
"2023-24","Spring","CMDA","4994","Undergraduate Research","Brown","3.88","85.7","0","14.3","0","0","0","0","0","0","0","0","0","0","7","13108","  2"
"2023-24","Spring","ECE","4994","Undergraduate Research","Mehrizi-Sani","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","13841","  3"
"2023-24","Spring","CEE","5144","Unit Ops & Proc Lab","Knocke","3.7","0","100","0","0","0","0","0","0","0","0","0","0","0","6","12324","  3"
"2023-24","Spring","ALCE","6426","University Teaching Develop","Rutherford","3.89","88.9","0","0","11.1","0","0","0","0","0","0","0","0","0","9","20572","  2"
"2023-24","Spring","ISE","5714","Usability Engineering","McCrickard","3.72","50","16.7","33.3","0","0","0","0","0","0","0","0","0","0","6","16805","  3"
"2023-24","Spring","HORT","4784","Vegetable Seed Production","Welbaum","3.03","22.2","0","22.2","22.2","11.1","0","22.2","0","0","0","0","0","2","9","20650","  2"
"2023-24","Spring","MINE","3584","Ventilation Engineering","Pandey","3.67","33.3","33.3","33.3","0","0","0","0","0","0","0","0","0","0","6","18026","  3"
"2023-24","Spring","WGS","5644","Womens Rights as Human Rights","Alphin","3.78","83.3","0","0","0","16.7","0","0","0","0","0","0","0","0","6","20841","  3"
"2023-24","Spring","APSC","1464","Animal & Poultry Science Lab","Duncan","3.43","47.4","26.3","0","5.3","5.3","5.3","5.3","0","0","0","5.3","0","0","19","10750","  1"
"2023-24","Spring","PHYS","1156","Astronomy Laboratory","Simonetti","3.52","68.4","21.1","0","0","0","0","0","0","0","0","0","10.5","0","19","18945","  1"
"2023-24","Spring","APSC","2164","Comp/Lab Anim Care & Handling","Andrukonis","3.62","68.4","15.8","0","5.3","5.3","0","0","0","0","0","0","5.3","0","19","10757","  1"
"2023-24","Spring","APSC","2164","Comp/Lab Anim Care & Handling","Moore","3.62","68.4","15.8","0","5.3","5.3","0","0","0","0","0","0","5.3","0","19","10757","  1"
"2023-24","Spring","AOE","4206","Exper for Ocean Vehicle Design","Alexander","3.82","63.2","26.3","5.3","0","5.3","0","0","0","0","0","0","0","0","19","10465","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.33","57.9","5.3","10.5","0","5.3","5.3","0","5.3","5.3","5.3","0","0","0","19","12772","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.53","57.9","15.8","10.5","5.3","0","5.3","0","0","0","0","0","5.3","0","19","12774","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.49","52.6","5.3","5.3","15.8","15.8","5.3","0","0","0","0","0","0","0","19","12778","  1"
"2023-24","Spring","CHEM","1046","General Chemistry Laboratory","Tohidi","3.35","47.4","10.5","21.1","5.3","5.3","0","0","0","5.3","0","0","5.3","1","19","12802","  1"
"2023-24","Spring","GEOS","1104","Intro to Earth Sciences Lab","Chermak","3.93","89.5","5.3","0","5.3","0","0","0","0","0","0","0","0","0","19","16083","  1"
"2023-24","Spring","AS","1116","Introduction to the Air Force","Penland","3.76","84.2","10.5","0","0","0","0","0","0","0","0","0","5.3","0","19","11327","  1"
"2023-24","Spring","LDRS","4044","Leadership Studies Capstone","Council","3.3","52.6","15.8","10.5","0","5.3","5.3","0","0","0","0","0","10.5","1","19","17115","  1"
"2023-24","Spring","BIOL","3264","Med & Vet Entomology Lab","Eastwood","3.26","63.2","5.3","5.3","10.5","0","0","0","0","0","5.3","0","10.5","0","19","11758","  1"
"2023-24","Spring","BIOL","1116","Principles of Biol Lab","Lee","3.79","57.9","26.3","10.5","5.3","0","0","0","0","0","0","0","0","0","19","11596","  1"
"2023-24","Spring","CHEM","2564","Problem-Solving in Orgo Chem","Gentry","3.79","94.7","0","0","0","0","0","0","0","0","0","0","5.3","0","19","12916","  1"
"2023-24","Spring","AIS","2984","SS: IHSR Career Development","Clinton","4","100","0","0","0","0","0","0","0","0","0","0","0","2","19","21575","  1"
"2023-24","Spring","ARCH","3234","TS: Spiral Curriculum II","Daniel","4","100","0","0","0","0","0","0","0","0","0","0","0","0","19","21900","  1"
"2023-24","Spring","ARCH","3234","TS: Spiral Curriculum II","Shaver","4","100","0","0","0","0","0","0","0","0","0","0","0","0","19","21900","  1"
"2023-24","Spring","HD","4994","Undergraduate Research","Katz","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","16317","  1"
"2023-24","Spring","FIW","4474","Wildlife Habitat Evaluation","Rogers","3.92","84.2","10.5","0","5.3","0","0","0","0","0","0","0","0","0","19","15642","  1"
"2023-24","Spring","HNFE","4224","Alt Compl Nutrition Therapies","Ju","3.83","90","0","0","0","0","10","0","0","0","0","0","0","2","10","16453","  2"
"2023-24","Spring","APSC","1464","Animal & Poultry Science Lab","Duncan","3.13","0","30","35","20","10","0","0","0","0","0","0","5","0","20","10751","  1"
"2023-24","Spring","BIOL","4354","Aquatic Entomology","Entrekin","2.2","20","0","0","20","0","0","40","0","0","0","0","20","0","5","11768","  4"
"2023-24","Spring","ENT","4354","Aquatic Entomology","Entrekin","3.48","0","60","20","20","0","0","0","0","0","0","0","0","0","5","15349","  4"
"2023-24","Spring","MGT","4936","Cadet Citizen Leader Practicum","Mallory","3.5","80","0","0","0","0","10","0","0","0","0","10","0","0","10","17982","  2"
"2023-24","Spring","AOE","4106","Experiments for AE Design","Coutier-Delgosha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","20","10450","  1"
"2023-24","Spring","AOE","4106","Experiments for AE Design","Coutier-Delgosha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","20","10453","  1"
"2023-24","Spring","AOE","4106","Experiments for AE Design","Coutier-Delgosha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","20","10456","  1"
"2023-24","Spring","AOE","4106","Experiments for AE Design","Coutier-Delgosha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","20","10457","  1"
"2023-24","Spring","AOE","4106","Experiments for AE Design","Coutier-Delgosha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","20","10458","  1"
"2023-24","Spring","AOE","4106","Experiments for AE Design","Coutier-Delgosha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","20","10459","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.55","65","5","5","0","10","10","5","0","0","0","0","0","1","20","12730","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.21","45","10","5","10","10","0","10","0","0","10","0","0","0","20","12739","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.35","60","5","0","15","5","0","0","0","10","5","0","0","3","20","12741","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.02","40","15","0","10","10","10","0","0","5","0","0","10","0","20","12746","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","2.94","40","10","5","10","10","0","10","0","0","0","5","10","1","20","12756","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.1","50","5","10","10","5","0","0","5","5","0","0","10","1","20","12757","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.47","75","5","0","5","5","0","0","0","0","0","0","10","1","20","12773","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.62","60","15","10","0","5","5","0","5","0","0","0","0","0","20","12781","  1"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.39","60","15","10","0","0","0","5","0","0","0","0","10","0","20","12794","  1"
"2023-24","Spring","CHEM","1046","General Chemistry Laboratory","Tohidi","3.64","60","10","15","5","0","10","0","0","0","0","0","0","1","20","12799","  1"
"2023-24","Spring","CHEM","1046","General Chemistry Laboratory","Tohidi","3.77","65","15","10","5","5","0","0","0","0","0","0","0","0","20","12807","  1"
"2023-24","Spring","CHEM","1046","General Chemistry Laboratory","Tohidi","3.47","40","25","10","5","5","10","5","0","0","0","0","0","1","20","12836","  1"
"2023-24","Spring","PHYS","2216","General Physics Laboratory","Merritt","3.92","95","0","0","0","0","5","0","0","0","0","0","0","0","20","18958","  1"
"2023-24","Spring","PHYS","2216","General Physics Laboratory","Merritt","3.26","60","10","5","5","0","0","0","10","0","0","0","10","1","20","18960","  1"
"2023-24","Spring","PHYS","2216","General Physics Laboratory","Merritt","3.22","65","10","0","5","0","0","5","0","0","0","0","15","0","20","18964","  1"
"2023-24","Spring","BMSP","4974","Independent Study","Gillian","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","12081","  1"
"2023-24","Spring","ECE","2804","Integrated Design Project","Sarker","3.09","20","10","20","20","0","20","10","0","0","0","0","0","0","10","13729","  2"
"2023-24","Spring","CHEM","2164","Majors Analytical Lab","Geller","3.4","35","10","15","25","10","5","0","0","0","0","0","0","0","20","21544","  1"
"2023-24","Spring","NEUR","2036","Neuroscience Laboratory","McDaniel","3.42","20","40","15","20","0","0","0","0","0","5","0","0","0","20","18471","  1"
"2023-24","Spring","CHEM","2546","Organic Chemistry Laboratory","Santos","3.27","25","25","15","15","5","5","5","0","0","5","0","0","1","20","12893","  1"
"2023-24","Spring","BIOL","1116","Principles of Biol Lab","Lee","3.7","65","10","10","10","0","0","5","0","0","0","0","0","0","20","11584","  1"
"2023-24","Spring","NANO","2024","Quantum Physics Nanostructures","Magill","3.6","20","40","40","0","0","0","0","0","0","0","0","0","0","5","18437","  4"
"2023-24","Spring","HNFE","4954","SA:App of Kines & Sport Sci","Eaton","4","100","0","0","0","0","0","0","0","0","0","0","0","0","20","16463","  1"
"2023-24","Spring","HNFE","4954","SA:App of Kines & Sport Sci","Williams","4","100","0","0","0","0","0","0","0","0","0","0","0","0","20","16463","  1"
"2023-24","Spring","HNFE","3024","Science of Food Prep Lab","Girmes-Grieco","3.94","80","20","0","0","0","0","0","0","0","0","0","0","0","10","16435","  2"
"2023-24","Spring","IDS","3234","TS: Al in Design","Choi","3.9","95","0","0","0","0","0","5","0","0","0","0","0","0","20","16625","  1"
"2023-24","Spring","IDS","3234","TS: Al in Design","Pfeiffer","3.9","95","0","0","0","0","0","5","0","0","0","0","0","0","20","16625","  1"
"2023-24","Spring","HNFE","2774","TS: Functional Anatomy Lab","Eaton","4","100","0","0","0","0","0","0","0","0","0","0","0","0","20","21537","  1"
"2023-24","Spring","ARCH","4994","Undergraduate Research","Albright","3.42","30","20","10","35","0","0","5","0","0","0","0","0","0","20","11123","  1"
"2023-24","Spring","ECE","4994","Undergraduate Research","Lanzerotti","3.76","71.4","14.3","0","0","14.3","0","0","0","0","0","0","0","0","7","13844","  2"
"2023-24","Spring","CEE","3314","Water Resources Engineering","Scardina","2.34","0","0","0","40","0","0","40","20","0","0","0","0","0","5","12241","  4"
"2023-24","Spring","MSE","5394","Adv Molecular Dynamics Sim","Bai","3.96","85.7","14.3","0","0","0","0","0","0","0","0","0","0","0","7","18268","  3"
"2023-24","Spring","NANO","4124","Adv Nanomaterials and Devices","Emori","3.49","57.1","0","0","14.3","28.6","0","0","0","0","0","0","0","0","7","18440","  3"
"2023-24","Spring","CS","6604","Adv Tops Data & Info","Viswanath","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","21061","  3"
"2023-24","Spring","ECON","5314","Advanced Big Data Economics","Habibnia","3.63","42.9","28.6","0","28.6","0","0","0","0","0","0","0","0","0","7","14609","  3"
"2023-24","Spring","CHN","3106","Advanced Chinese","Zhao","3.63","71.4","0","0","0","28.6","0","0","0","0","0","0","0","0","7","13038","  3"
"2023-24","Spring","FR","4154","Advanced Comp and Style","Noirot","3.63","14.3","57.1","28.6","0","0","0","0","0","0","0","0","0","0","7","15770","  3"
"2023-24","Spring","BSE","5214","Advanced Topics in BSE","Sridhar","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","21730","  3"
"2023-24","Spring","APSC","1464","Animal & Poultry Science Lab","Duncan","3.02","4.8","33.3","19","19","0","9.5","4.8","4.8","0","0","0","4.8","0","21","10749","  1"
"2023-24","Spring","ECE","4114","Antennas","Manteghi","2.1","0","14.3","14.3","28.6","0","0","0","14.3","0","0","0","28.6","4","7","20789","  3"
"2023-24","Spring","MGT","6224","Appl Meas in Bus Research","Beal","3.7","57.1","0","42.9","0","0","0","0","0","0","0","0","0","0","7","18011","  3"
"2023-24","Spring","MATH","3574","Applied Complex Variables","Clemons","2.7","19","9.5","4.8","19","9.5","4.8","14.3","4.8","0","9.5","4.8","0","3","21","17383","  1"
"2023-24","Spring","EDCI","5604","Assess & Diagnose Math Class","LaCroix","3.77","71.4","14.3","0","0","14.3","0","0","0","0","0","0","0","1","7","14642","  3"
"2023-24","Spring","EDHE","5106","Assessment in H Ed Admin","Adams","3.83","42.9","57.1","0","0","0","0","0","0","0","0","0","0","0","7","14754","  3"
"2023-24","Spring","BIOL","5434","Behavioral Endocrinology","Moore","3.86","85.7","0","0","14.3","0","0","0","0","0","0","0","0","0","7","21659","  3"
"2023-24","Spring","ME","5034","Bio-Inspired Technology","Mueller","3.86","85.7","0","0","14.3","0","0","0","0","0","0","0","0","0","7","17564","  3"
"2023-24","Spring","BCHM","2364","Biochemical Techniques Lab","Hite","3.51","52.4","14.3","4.8","14.3","4.8","0","4.8","4.8","0","0","0","0","0","21","11472","  1"
"2023-24","Spring","ME","5174","Biomech Crash Injury Prevent","Albert","3.51","42.9","14.3","28.6","0","0","14.3","0","0","0","0","0","0","1","7","17565","  3"
"2023-24","Spring","MSE","4314","Bladesmithing","Druschitz","3.23","0","14.3","42.9","42.9","0","0","0","0","0","0","0","0","0","7","18230","  3"
"2023-24","Spring","GRAD","5204","Citizen Scholar Seminar","Huckle","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","16246","  3"
"2023-24","Spring","GIA","5274","Comparative Social Movements","Ahram","3.69","14.3","71.4","14.3","0","0","0","0","0","0","0","0","0","0","7","21613","  3"
"2023-24","Spring","MATH","5235","Complex Analysis","Sun","3.71","42.9","28.6","28.6","0","0","0","0","0","0","0","0","0","0","7","17421","  3"
"2023-24","Spring","EDEP","6224","Constructivism and Education","Doolittle","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","14751","  3"
"2023-24","Spring","ECE","5734","Convex Optimization","Farhood","3.43","42.9","14.3","14.3","14.3","0","0","14.3","0","0","0","0","0","0","7","13918","  3"
"2023-24","Spring","FIN","4256","Credit Corps Lending Practicum","Hood","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","15576","  3"
"2023-24","Spring","ENGL","5024","Critical Theory","Waldman","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","15283","  3"
"2023-24","Spring","ECE","5580","Cryptographic Engineering","Gerdes","3.24","57.1","0","0","0","14.3","0","28.6","0","0","0","0","0","0","7","20831","  3"
"2023-24","Spring","JMC","4824","Digital Newsroom: Broadcast","Robinson","2.81","0","28.6","14.3","14.3","14.3","14.3","0","0","0","14.3","0","0","1","7","21174","  3"
"2023-24","Spring","TA","4315","Directing","Leonard","3.39","0","57.1","28.6","0","0","14.3","0","0","0","0","0","0","0","7","21122","  3"
"2023-24","Spring","GRAD","5214","Diversity for Global Society","Cotrupi","3.86","85.7","0","0","14.3","0","0","0","0","0","0","0","0","0","7","16248","  3"
"2023-24","Spring","PSCI","3814","EU Institutions & Policies","Hankinson","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","22059","  3"
"2023-24","Spring","PSCI","3814","EU Institutions & Policies","Stivachtis","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","22059","  3"
"2023-24","Spring","GER","1106","Elementary German","Layne","1.97","0","0","0","14.3","28.6","0","0","28.6","0","28.6","0","0","0","7","16157","  3"
"2023-24","Spring","GER","1106","Elementary German","Thill","3.13","28.6","0","14.3","28.6","0","28.6","0","0","0","0","0","0","0","7","16158","  3"
"2023-24","Spring","MATH","4226","Elementary Real Analysis","Haskell","3.67","42.9","28.6","14.3","14.3","0","0","0","0","0","0","0","0","0","7","17394","  3"
"2023-24","Spring","STS","2054","Engineering Cultures","Parrish","3.29","14.3","14.3","28.6","28.6","14.3","0","0","0","0","0","0","0","1","7","20064","  3"
"2023-24","Spring","BIOL","4164","Environmental Microbiology","Badgley","3.71","71.4","0","0","28.6","0","0","0","0","0","0","0","0","0","7","11766","  3"
"2023-24","Spring","ENSC","4164","Environmental Microbiology","Badgley","3.14","57.1","0","0","14.3","0","0","14.3","0","0","14.3","0","0","0","7","15331","  3"
"2023-24","Spring","ENGL","4964","FW: The Noemi Press SP24","Patel","3.86","85.7","0","0","14.3","0","0","0","0","0","0","0","0","1","7","20647","  3"
"2023-24","Spring","FST","5664","Flavor Chemistry","Yin","3.91","71.4","28.6","0","0","0","0","0","0","0","0","0","0","0","7","15948","  3"
"2023-24","Spring","FREC","6214","Forestry Lidar Applications","Thomas","3.91","71.4","28.6","0","0","0","0","0","0","0","0","0","0","0","7","21874","  3"
"2023-24","Spring","ACIS","5104","Fundamentals of Accounting","Ferris","3.39","42.9","14.3","14.3","14.3","0","0","0","14.3","0","0","0","0","0","7","10196","  3"
"2023-24","Spring","EDCI","5784","GS: Prof Dis in Math Educ","Kreye","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","14657","  3"
"2023-24","Spring","WGS","3134","Gender and Linguistics","Farrington","2.86","42.9","14.3","14.3","0","0","0","0","0","0","14.3","0","14.3","0","7","20538","  3"
"2023-24","Spring","CHEM","1045","General Chemistry Laboratory","Tohidi","3.54","76.2","0","9.5","0","0","0","4.8","4.8","0","0","0","4.8","0","21","12735","  1"
